update,global_step,episodes,last_100_return,approx_kl,clip_fraction,explained_variance,steps_per_second
78.0,159744.0,2237.0,114.77,0.1033765971660614,0.2437744140625,0.5643342733383179,2930.0
79.0,161792.0,2248.0,122.62,0.03255898877978325,0.31298828125,0.8835245966911316,2933.0
80.0,163840.0,2259.0,131.0,0.023456158116459846,0.17730712890625,0.7965654730796814,2937.0
81.0,165888.0,2273.0,131.82,0.025945693254470825,0.13629150390625,0.5766756534576416,2933.0
82.0,167936.0,2276.0,133.64,0.04236607253551483,0.261962890625,0.8307569026947021,2928.0
83.0,169984.0,2307.0,133.29,0.29726332426071167,0.3673095703125,0.3199012875556946,2919.0
84.0,172032.0,2307.0,133.29,0.06545215845108032,0.3409423828125,0.5840208530426025,2918.0
85.0,174080.0,2322.0,155.92,0.032629478722810745,0.2506103515625,0.5996015667915344,2921.0
86.0,176128.0,2337.0,160.76,0.0589570589363575,0.311279296875,0.8948273658752441,2925.0
87.0,178176.0,2349.0,165.4,0.02261773869395256,0.1009521484375,0.819799542427063,2928.0
88.0,180224.0,2385.0,126.3,0.2396605908870697,0.13470458984375,0.22573989629745483,2931.0
89.0,182272.0,2394.0,123.73,0.09741578996181488,0.18292236328125,0.8361278772354126,2934.0
90.0,184320.0,2431.0,91.51,0.4216874837875366,0.25567626953125,-0.0039098262786865234,2939.0
91.0,186368.0,2434.0,88.85,0.11655676364898682,0.35760498046875,0.4088144898414612,2942.0
92.0,188416.0,2462.0,90.88,0.296063095331192,0.22607421875,0.41045206785202026,2945.0
93.0,190464.0,2478.0,106.11,0.08345586806535721,0.2989501953125,0.8829172253608704,2948.0
94.0,192512.0,2494.0,107.67,0.04410124942660332,0.19805908203125,0.8843945264816284,2950.0
95.0,194560.0,2518.0,112.41,0.0713052749633789,0.09423828125,0.6410295367240906,2952.0
96.0,196608.0,2528.0,121.97,0.016861015930771828,0.12445068359375,0.9207391738891602,2955.0
97.0,198656.0,2541.0,116.19,0.013817699626088142,0.173583984375,0.8818473219871521,2958.0
98.0,200704.0,2558.0,124.94,0.01885880157351494,0.070068359375,0.7828512191772461,2960.0
99.0,202752.0,2565.0,132.74,0.01953960582613945,0.18084716796875,0.9246416687965393,2962.0
100.0,204800.0,2581.0,135.35,0.04101361334323883,0.17437744140625,0.7212651968002319,2956.0
101.0,206848.0,2590.0,142.27,0.021538089960813522,0.11822509765625,0.8718119859695435,2950.0
102.0,208896.0,2607.0,153.74,0.07613546401262283,0.168701171875,0.6843349933624268,2942.0
103.0,210944.0,2619.0,159.74,0.027032840996980667,0.13323974609375,0.8442913889884949,2940.0
104.0,212992.0,2626.0,163.76,0.02908770926296711,0.21490478515625,0.9312385320663452,2943.0
105.0,215040.0,2646.0,157.08,0.13804668188095093,0.2852783203125,0.3188580870628357,2946.0
106.0,217088.0,2659.0,157.44,0.07684431970119476,0.18408203125,0.6800810098648071,2948.0
107.0,219136.0,2670.0,159.24,0.013977115973830223,0.15643310546875,0.8589788675308228,2951.0
108.0,221184.0,2682.0,164.3,0.06846477091312408,0.2691650390625,0.87624591588974,2954.0
109.0,223232.0,2697.0,157.15,0.09821425378322601,0.11102294921875,0.6360663175582886,2957.0
110.0,225280.0,2704.0,161.3,0.020792916417121887,0.14154052734375,0.8459956049919128,2958.0
111.0,227328.0,2711.0,165.87,0.008841232396662235,0.17474365234375,0.7748416662216187,2960.0
112.0,229376.0,2726.0,165.34,0.09036563336849213,0.21295166015625,0.5939788222312927,2963.0
113.0,231424.0,2733.0,170.94,0.0320449098944664,0.09954833984375,0.9117587208747864,2965.0
114.0,233472.0,2754.0,168.42,0.1893756091594696,0.18988037109375,0.3417709469795227,2967.0
115.0,235520.0,2765.0,173.62,0.1198786124587059,0.18310546875,0.8626776933670044,2969.0
116.0,237568.0,2774.0,173.51,0.017079301178455353,0.20245361328125,0.7868648767471313,2971.0
117.0,239616.0,2788.0,176.26,0.028463104739785194,0.1571044921875,0.7934696674346924,2974.0
118.0,241664.0,2800.0,174.68,0.03866695985198021,0.16802978515625,0.7777712941169739,2976.0
119.0,243712.0,2811.0,170.93,0.026224203407764435,0.18682861328125,0.7754927277565002,2971.0
120.0,245760.0,2823.0,164.4,0.02475092187523842,0.149658203125,0.8071345686912537,2966.0
121.0,247808.0,2833.0,169.54,0.0361001193523407,0.2161865234375,0.9229696393013,2961.0
122.0,249856.0,2854.0,159.92,0.09795660525560379,0.1021728515625,0.3204028010368347,2961.0
123.0,251904.0,2862.0,163.54,0.05721830949187279,0.1534423828125,0.6961404085159302,2963.0
124.0,253952.0,2873.0,169.22,0.05867893248796463,0.1920166015625,0.9038926362991333,2964.0
125.0,256000.0,2905.0,136.04,0.29354128241539,0.247802734375,0.3637816309928894,2966.0
126.0,258048.0,2913.0,133.8,0.12255708128213882,0.21942138671875,0.4536346197128296,2968.0
127.0,260096.0,2922.0,147.26,0.026158485561609268,0.13946533203125,0.9011009931564331,2970.0
128.0,262144.0,2938.0,139.09,0.028280004858970642,0.19598388671875,0.7896983623504639,2974.0
129.0,264192.0,2952.0,149.96,0.027803439646959305,0.25311279296875,0.9264774918556213,2976.0
130.0,266240.0,2962.0,142.91,0.01744963973760605,0.06024169921875,0.812271237373352,2979.0
131.0,268288.0,2969.0,143.01,0.029589734971523285,0.16455078125,0.6558843851089478,2982.0
132.0,270336.0,2973.0,149.34,0.012387584894895554,0.08636474609375,0.6972846388816833,2983.0
133.0,272384.0,2979.0,165.1,0.027874628081917763,0.13909912109375,0.3233606815338135,2986.0
134.0,274432.0,2988.0,185.81,0.03202485665678978,0.19647216796875,0.6873154640197754,2988.0
135.0,276480.0,3000.0,197.05,0.136944979429245,0.08135986328125,0.33891624212265015,2990.0
136.0,278528.0,3003.0,203.22,0.03072209656238556,0.0709228515625,0.7280350923538208,2993.0
137.0,280576.0,3010.0,227.94,0.07059741765260696,0.20428466796875,0.23023581504821777,2994.0
138.0,282624.0,3015.0,238.42,0.02166379615664482,0.13946533203125,0.056451618671417236,2990.0
139.0,284672.0,3034.0,230.86,0.23808641731739044,0.10797119140625,0.0867224931716919,2988.0
140.0,286720.0,3035.0,234.65,0.039725370705127716,0.0882568359375,0.06244981288909912,2984.0
141.0,288768.0,3048.0,250.77,0.09786219894886017,0.20379638671875,0.5686063766479492,2981.0
142.0,290816.0,3056.0,255.31,0.01269441470503807,0.06005859375,0.9039626717567444,2984.0
143.0,292864.0,3060.0,259.66,0.01983202062547207,0.103515625,0.853930652141571,2986.0
144.0,294912.0,3068.0,269.96,0.026300963014364243,0.082275390625,0.7152532339096069,2989.0
145.0,296960.0,3076.0,260.05,0.049775026738643646,0.2393798828125,0.7888444662094116,2991.0
146.0,299008.0,3079.0,256.33,0.025252051651477814,0.23126220703125,0.776801347732544,2993.0
147.0,301056.0,3089.0,263.26,0.06877724826335907,0.15789794921875,0.22596955299377441,2996.0
148.0,303104.0,3097.0,275.06,0.019990982487797737,0.08978271484375,0.9046330451965332,2997.0
149.0,305152.0,3106.0,267.4,0.0390535332262516,0.26202392578125,0.8596348166465759,2999.0
150.0,307200.0,3111.0,261.49,0.01754055730998516,0.10986328125,0.9515230059623718,3001.0
151.0,309248.0,3128.0,244.95,0.07445716857910156,0.2177734375,0.4846707582473755,3005.0
152.0,311296.0,3132.0,251.38,0.03772667795419693,0.23370361328125,0.9049196839332581,3008.0
153.0,313344.0,3141.0,253.45,0.0916697084903717,0.197021484375,0.48666006326675415,3011.0
154.0,315392.0,3147.0,255.93,0.04009304940700531,0.1099853515625,0.9359064698219299,3013.0
155.0,317440.0,3159.0,253.45,0.060018666088581085,0.12054443359375,0.5804541707038879,3015.0
156.0,319488.0,3166.0,249.79,0.029309310019016266,0.14263916015625,0.894993007183075,3016.0
157.0,321536.0,3174.0,250.0,0.011495115235447884,0.1490478515625,0.8352349400520325,3017.0
158.0,323584.0,3180.0,248.75,0.008735544048249722,0.03692626953125,0.8772134184837341,3007.0
159.0,325632.0,3188.0,234.59,0.024668993428349495,0.05780029296875,0.5338059067726135,2990.0
160.0,327680.0,3193.0,241.51,0.1127162054181099,0.22100830078125,0.3888491988182068,2988.0
161.0,329728.0,3199.0,252.04,0.0321941114962101,0.18511962890625,0.008764028549194336,2990.0
162.0,331776.0,3209.0,252.59,0.028903013095259666,0.11859130859375,0.4800153374671936,2992.0
163.0,333824.0,3219.0,251.75,0.024181965738534927,0.06768798828125,0.3406537175178528,2993.0
164.0,335872.0,3221.0,259.79,0.05262152850627899,0.20941162109375,0.3157883882522583,2995.0
165.0,337920.0,3240.0,252.81,0.06640027463436127,0.1448974609375,0.24623644351959229,2997.0
166.0,339968.0,3248.0,250.1,0.033594727516174316,0.070556640625,0.8340272903442383,2999.0
167.0,342016.0,3249.0,251.56,0.023546811193227768,0.0709228515625,0.7699344754219055,3000.0
168.0,344064.0,3263.0,259.52,0.06690563261508942,0.27001953125,0.079556405544281,3002.0
169.0,346112.0,3272.0,249.42,0.07901330292224884,0.26885986328125,0.13509398698806763,3003.0
170.0,348160.0,3279.0,251.19,0.028730787336826324,0.18060302734375,0.7393448352813721,3005.0
171.0,350208.0,3289.0,253.99,0.017912372946739197,0.08966064453125,0.9085962772369385,3006.0
172.0,352256.0,3307.0,214.66,0.155129536986351,0.1263427734375,0.3748713731765747,3007.0
173.0,354304.0,3310.0,217.9,0.04576433449983597,0.10076904296875,0.6068233251571655,3009.0
174.0,356352.0,3318.0,228.48,0.036922797560691833,0.2161865234375,0.47525733709335327,3010.0
175.0,358400.0,3321.0,228.67,0.04261085391044617,0.260986328125,0.5789623260498047,3010.0
176.0,360448.0,3340.0,225.34,0.0950300544500351,0.15203857421875,0.4103097915649414,3008.0
177.0,362496.0,3351.0,212.07,0.08653934299945831,0.2684326171875,0.41069549322128296,3006.0
178.0,364544.0,3356.0,204.66,0.03989170491695404,0.234130859375,0.8943226933479309,3002.0
179.0,366592.0,3366.0,216.32,0.040507227182388306,0.1697998046875,0.7840116024017334,2999.0
180.0,368640.0,3379.0,210.26,0.10773782432079315,0.22027587890625,0.7067281007766724,3000.0
181.0,370688.0,3384.0,205.59,0.028719857335090637,0.2791748046875,0.3284008502960205,3002.0
182.0,372736.0,3390.0,207.21,0.017494477331638336,0.072021484375,0.4468599557876587,3003.0
183.0,374784.0,3398.0,227.01,0.04180242866277695,0.22930908203125,0.7227299213409424,3004.0
184.0,376832.0,3412.0,224.89,0.11146864295005798,0.09283447265625,0.3070145845413208,3004.0
185.0,378880.0,3413.0,224.95,0.045588284730911255,0.26092529296875,0.9040865898132324,3005.0
186.0,380928.0,3422.0,227.17,0.046067021787166595,0.15594482421875,0.1082603931427002,3007.0
187.0,382976.0,3428.0,233.79,0.03707205504179001,0.07110595703125,0.1534251570701599,3008.0
188.0,385024.0,3439.0,246.72,0.015611290000379086,0.0565185546875,0.6915485262870789,3009.0
189.0,387072.0,3447.0,252.21,0.036939337849617004,0.09307861328125,0.3449581265449524,3010.0
190.0,389120.0,3454.0,255.68,0.028115035966038704,0.08526611328125,0.17128068208694458,3010.0
191.0,391168.0,3462.0,249.54,0.05391750484704971,0.11614990234375,0.09672725200653076,3011.0
192.0,393216.0,3466.0,255.85,0.019015060737729073,0.20562744140625,0.5788698196411133,3012.0
193.0,395264.0,3479.0,258.45,0.12998969852924347,0.128662109375,0.37837839126586914,3012.0
194.0,397312.0,3483.0,266.61,0.03868255019187927,0.21990966796875,0.7772281765937805,3013.0
195.0,399360.0,3507.0,233.46,0.15099218487739563,0.1617431640625,0.32553887367248535,3010.0
196.0,401408.0,3508.0,235.34,0.03791295364499092,0.09649658203125,0.829235315322876,3007.0
197.0,403456.0,3525.0,227.21,0.05564536154270172,0.2508544921875,0.6413276195526123,3003.0
198.0,405504.0,3529.0,220.08,0.033353790640830994,0.30078125,0.9195703268051147,3002.0
199.0,407552.0,3560.0,174.8,0.21732984483242035,0.083740234375,0.21149170398712158,3003.0
200.0,409600.0,3565.0,175.3,0.016123104840517044,0.08477783203125,0.7751891613006592,3004.0
201.0,411648.0,3574.0,170.78,0.04628549516201019,0.18890380859375,0.6885057687759399,3004.0
202.0,413696.0,3575.0,175.01,0.044945985078811646,0.26220703125,0.9334709048271179,3005.0
203.0,415744.0,3607.0,166.16,0.23284503817558289,0.144287109375,0.2223389744758606,3007.0
204.0,417792.0,3611.0,164.2,0.047114722430706024,0.24383544921875,0.8523777723312378,3007.0
205.0,419840.0,3618.0,169.26,0.036898139864206314,0.16400146484375,0.65938401222229,3007.0
206.0,421888.0,3628.0,172.01,0.04048421233892441,0.21099853515625,0.47895628213882446,3007.0
207.0,423936.0,3631.0,175.74,0.027073971927165985,0.14306640625,0.015474975109100342,3008.0
208.0,425984.0,3643.0,191.89,0.150368794798851,0.145751953125,0.22563248872756958,3009.0
209.0,428032.0,3645.0,195.13,0.04899965971708298,0.19305419921875,0.8187011480331421,3009.0
210.0,430080.0,3662.0,218.83,0.1498108208179474,0.116943359375,0.2781451344490051,3010.0
211.0,432128.0,3665.0,216.15,0.02420758828520775,0.1533203125,0.3420037031173706,3011.0
212.0,434176.0,3673.0,229.27,0.05458458513021469,0.19970703125,0.7034834623336792,3012.0
213.0,436224.0,3687.0,211.18,0.2011137306690216,0.11572265625,0.14240294694900513,3011.0
214.0,438272.0,3689.0,220.22,0.037807561457157135,0.2568359375,0.6350662112236023,3008.0
215.0,440320.0,3697.0,244.9,0.027373794466257095,0.08685302734375,0.6203247308731079,3006.0
216.0,442368.0,3699.0,250.28,0.07028232514858246,0.198486328125,0.9117738604545593,3001.0
217.0,444416.0,3728.0,229.73,0.16184422373771667,0.11541748046875,0.1523045301437378,3002.0
218.0,446464.0,3732.0,221.14,0.041353486478328705,0.1456298828125,0.7800579071044922,3003.0
219.0,448512.0,3738.0,230.92,0.016902968287467957,0.1014404296875,0.4023454189300537,3004.0
220.0,450560.0,3746.0,227.39,0.044254153966903687,0.09759521484375,0.37030476331710815,3004.0
221.0,452608.0,3750.0,225.49,0.05213768035173416,0.1630859375,0.09415042400360107,3005.0
222.0,454656.0,3770.0,219.11,0.22177177667617798,0.10955810546875,0.07979226112365723,3005.0
223.0,456704.0,3774.0,213.97,0.02405380830168724,0.19146728515625,0.8876495361328125,3006.0
224.0,458752.0,3780.0,234.13,0.04495300352573395,0.09307861328125,0.6068488359451294,3007.0
225.0,460800.0,3799.0,205.45,0.16909006237983704,0.126220703125,0.27312594652175903,3008.0
226.0,462848.0,3800.0,201.82,0.030152466148138046,0.0789794921875,0.8114107847213745,3008.0
227.0,464896.0,3811.0,215.03,0.017803214490413666,0.1859130859375,0.7161736488342285,3009.0
228.0,466944.0,3816.0,220.88,0.043426513671875,0.4071044921875,0.8234732747077942,3010.0
229.0,468992.0,3833.0,235.82,0.1257924735546112,0.1923828125,0.5443904399871826,3011.0
230.0,471040.0,3839.0,223.31,0.02215515822172165,0.213134765625,0.843654990196228,3012.0
231.0,473088.0,3845.0,230.03,0.04124613478779793,0.1357421875,0.7775164842605591,3012.0
232.0,475136.0,3868.0,205.14,0.1704399287700653,0.1090087890625,0.3996441960334778,3011.0
233.0,477184.0,3880.0,189.24,0.07659445703029633,0.15435791015625,0.739775538444519,3008.0
234.0,479232.0,3885.0,188.64,0.019129851832985878,0.0941162109375,0.5475605726242065,3005.0
235.0,481280.0,3895.0,206.15,0.021973062306642532,0.10223388671875,0.33568763732910156,3001.0
236.0,483328.0,3902.0,206.59,0.016715770587325096,0.09228515625,0.8704805970191956,3001.0
237.0,485376.0,3915.0,192.58,0.050712212920188904,0.09820556640625,0.27008217573165894,3002.0
238.0,487424.0,3919.0,189.32,0.047169193625450134,0.18096923828125,0.8368656039237976,3003.0
239.0,489472.0,3942.0,185.11,0.12225357443094254,0.11700439453125,0.5352826118469238,3004.0
240.0,491520.0,3955.0,176.14,0.02903275564312935,0.1419677734375,0.8694533705711365,3005.0
241.0,493568.0,3962.0,179.81,0.0330762080848217,0.09124755859375,0.9256216287612915,3005.0
242.0,495616.0,3980.0,185.68,0.10874788463115692,0.16998291015625,0.496746301651001,3006.0
243.0,497664.0,3982.0,184.52,0.10543736815452576,0.394775390625,0.21262896060943604,3007.0
244.0,499712.0,4018.0,139.29,0.6510231494903564,0.31744384765625,-0.06569576263427734,3008.0
