update,global_step,episodes,last_100_return,approx_kl,clip_fraction,explained_variance,learning_rate,stopped_by_kl,steps_per_second
98.0,200704.0,3121.0,131.51,0.009181151166558266,0.0093994140625,0.2811030149459839,0.00024036885245901638,0.0,3131.0
99.0,202752.0,3137.0,126.8,0.003894767491146922,0.0087890625,0.24635255336761475,0.00023975409836065573,0.0,3138.0
100.0,204800.0,3150.0,126.2,0.012846091762185097,0.030029296875,0.27709752321243286,0.00023913934426229505,0.0,3143.0
101.0,206848.0,3163.0,130.02,0.0010734739480540156,0.00048828125,0.273237407207489,0.0002385245901639344,0.0,3116.0
102.0,208896.0,3175.0,130.14,0.017957724630832672,0.088623046875,0.639744758605957,0.00023790983606557375,0.0,3122.0
103.0,210944.0,3197.0,125.98,0.0028318327385932207,0.00244140625,0.2728986144065857,0.00023729508196721307,0.0,3128.0
104.0,212992.0,3208.0,131.09,0.009950272738933563,0.0264892578125,0.3931443691253662,0.00023668032786885242,0.0,3133.0
105.0,215040.0,3218.0,143.0,0.004121310543268919,0.01171875,0.2603934407234192,0.00023606557377049177,0.0,3139.0
106.0,217088.0,3236.0,147.46,0.013820447027683258,0.0272216796875,0.3821718692779541,0.00023545081967213112,0.0,3144.0
107.0,219136.0,3244.0,144.51,0.0021470810752362013,0.0032958984375,0.5182018280029297,0.0002348360655737705,0.0,3150.0
108.0,221184.0,3262.0,146.73,0.008482282049953938,0.00927734375,0.24428582191467285,0.00023422131147540984,0.0,3157.0
109.0,223232.0,3272.0,145.12,0.004477120470255613,0.0115966796875,0.0804588794708252,0.00023360655737704916,0.0,3165.0
110.0,225280.0,3290.0,149.67,0.006762806326150894,0.0084228515625,0.38261109590530396,0.0002329918032786885,0.0,3172.0
111.0,227328.0,3300.0,153.98,0.00164730753749609,0.0042724609375,0.6783245801925659,0.00023237704918032786,0.0,3124.0
112.0,229376.0,3316.0,150.49,0.013113385997712612,0.03759765625,0.3395769000053406,0.00023176229508196718,0.0,3123.0
113.0,231424.0,3333.0,146.42,0.011271972209215164,0.014892578125,0.29156410694122314,0.00023114754098360653,0.0,3121.0
114.0,233472.0,3346.0,147.43,0.0010860501788556576,0.0003662109375,0.41936802864074707,0.00023053278688524588,0.0,3122.0
115.0,235520.0,3353.0,153.02,0.010027529671788216,0.0206298828125,0.5362115502357483,0.00022991803278688523,0.0,3128.0
116.0,237568.0,3365.0,155.78,0.0045471638441085815,0.01416015625,0.12191367149353027,0.00022930327868852458,0.0,3134.0
117.0,239616.0,3379.0,158.93,0.013761766254901886,0.0584716796875,0.6170862317085266,0.00022868852459016393,0.0,3139.0
118.0,241664.0,3391.0,153.24,0.0006621437496505678,0.0,0.5913852453231812,0.00022807377049180325,0.0,3144.0
119.0,243712.0,3406.0,156.32,0.010731730610132217,0.0203857421875,0.2597620487213135,0.0002274590163934426,0.0,3149.0
120.0,245760.0,3425.0,153.27,0.009111330844461918,0.0135498046875,0.3978961110115051,0.00022684426229508195,0.0,3155.0
121.0,247808.0,3432.0,157.44,0.0041383178904652596,0.0067138671875,0.6173266768455505,0.00022622950819672127,0.0,3097.0
122.0,249856.0,3445.0,162.5,0.020815256983041763,0.074462890625,0.21665501594543457,0.00022561475409836062,0.0,3102.0
123.0,251904.0,3456.0,157.9,0.0026231531519442797,0.0008544921875,0.38149315118789673,0.000225,0.0,3108.0
124.0,253952.0,3467.0,159.29,0.0186816044151783,0.0853271484375,0.5046143531799316,0.00022438524590163934,0.0,3113.0
125.0,256000.0,3472.0,163.24,0.004459178075194359,0.01220703125,0.32092559337615967,0.0002237704918032787,0.0,3117.0
126.0,258048.0,3484.0,172.5,0.007452490273863077,0.0062255859375,0.17193478345870972,0.00022315573770491804,0.0,3122.0
127.0,260096.0,3496.0,179.38,0.013675974681973457,0.05078125,0.2599717974662781,0.00022254098360655736,0.0,3127.0
128.0,262144.0,3505.0,177.33,0.005929417908191681,0.0023193359375,0.5863435864448547,0.0002219262295081967,0.0,3132.0
129.0,264192.0,3515.0,192.0,0.009243190288543701,0.0330810546875,0.6686196327209473,0.00022131147540983603,0.0,3137.0
130.0,266240.0,3522.0,197.51,0.003231583395972848,0.0062255859375,0.3665759563446045,0.00022069672131147538,0.0,3138.0
131.0,268288.0,3536.0,201.67,0.00200645555742085,0.000244140625,0.17976641654968262,0.00022008196721311473,0.0,3080.0
132.0,270336.0,3548.0,202.67,0.002082076156511903,0.0015869140625,0.38960766792297363,0.00021946721311475408,0.0,3081.0
133.0,272384.0,3558.0,193.06,0.0026644538156688213,0.00341796875,0.08161675930023193,0.00021885245901639343,0.0,3082.0
134.0,274432.0,3566.0,200.94,0.004124622792005539,0.0133056640625,0.4528871178627014,0.00021823770491803278,0.0,3083.0
135.0,276480.0,3584.0,185.95,0.008198266848921776,0.0125732421875,0.13953012228012085,0.0002176229508196721,0.0,3090.0
136.0,278528.0,3597.0,182.45,0.004576647654175758,0.01513671875,0.2512551546096802,0.00021700819672131145,0.0,3095.0
137.0,280576.0,3608.0,177.91,0.00395040400326252,0.00634765625,0.18870508670806885,0.0002163934426229508,0.0,3099.0
138.0,282624.0,3616.0,179.34,0.0004855941515415907,0.000244140625,0.2569029927253723,0.00021577868852459012,0.0,3105.0
139.0,284672.0,3627.0,173.2,0.00026218529092147946,0.0,0.3289570212364197,0.00021516393442622947,0.0,3111.0
140.0,286720.0,3638.0,171.55,0.0011459796223789454,0.000244140625,0.30428099632263184,0.00021454918032786884,0.0,3116.0
141.0,288768.0,3648.0,170.72,0.008030220866203308,0.013916015625,0.12600284814834595,0.0002139344262295082,0.0,3071.0
142.0,290816.0,3661.0,179.27,0.003809190820902586,0.0029296875,0.43957769870758057,0.00021331967213114754,0.0,3076.0
143.0,292864.0,3670.0,172.68,0.002065629232674837,0.0023193359375,0.5553240180015564,0.0002127049180327869,0.0,3081.0
144.0,294912.0,3681.0,184.03,0.0009998847963288426,0.0009765625,0.4803222417831421,0.0002120901639344262,0.0,3086.0
145.0,296960.0,3692.0,187.64,0.004372237250208855,0.0028076171875,0.07766485214233398,0.00021147540983606556,0.0,3090.0
146.0,299008.0,3706.0,188.74,0.010549531318247318,0.017578125,0.3827592134475708,0.00021086065573770488,0.0,3095.0
147.0,301056.0,3714.0,189.58,0.001930047757923603,0.005126953125,0.4767841696739197,0.00021024590163934423,0.0,3096.0
148.0,303104.0,3722.0,190.7,0.012135227210819721,0.0281982421875,0.46704941987991333,0.00020963114754098358,0.0,3096.0
149.0,305152.0,3732.0,193.66,0.01768118515610695,0.044921875,0.10614299774169922,0.00020901639344262293,0.0,3095.0
150.0,307200.0,3742.0,195.57,0.0011244723573327065,0.003662109375,0.33793365955352783,0.00020840163934426228,0.0,3092.0
151.0,309248.0,3759.0,192.74,0.013230915181338787,0.0440673828125,0.27042901515960693,0.00020778688524590163,0.0,3074.0
152.0,311296.0,3773.0,181.63,0.003085304517298937,0.0076904296875,0.14590120315551758,0.00020717213114754098,0.0,3078.0
153.0,313344.0,3779.0,184.02,0.003987165167927742,0.0108642578125,0.2959977388381958,0.0002065573770491803,0.0,3083.0
154.0,315392.0,3792.0,192.79,0.004311489872634411,0.003662109375,0.2819030284881592,0.00020594262295081965,0.0,3087.0
155.0,317440.0,3797.0,190.93,0.0011919785756617785,0.001953125,0.294521689414978,0.00020532786885245897,0.0,3091.0
156.0,319488.0,3809.0,198.8,0.00034014711854979396,0.000244140625,0.4274827241897583,0.00020471311475409832,0.0,3094.0
157.0,321536.0,3816.0,192.79,0.0022179929073899984,0.00244140625,0.3342496156692505,0.0002040983606557377,0.0,3098.0
158.0,323584.0,3831.0,190.24,0.014752078801393509,0.0333251953125,0.3339690566062927,0.00020348360655737704,0.0,3103.0
159.0,325632.0,3846.0,180.28,0.0018018910195678473,0.0048828125,0.3521902561187744,0.0002028688524590164,0.0,3107.0
160.0,327680.0,3855.0,179.9,0.009584144689142704,0.019775390625,0.09534472227096558,0.00020225409836065574,0.0,3111.0
161.0,329728.0,3862.0,193.19,0.0015748792793601751,0.0037841796875,0.16289716958999634,0.0002016393442622951,0.0,3088.0
162.0,331776.0,3876.0,195.93,0.0005440283566713333,0.0,0.5369371771812439,0.0002010245901639344,0.0,3092.0
163.0,333824.0,3882.0,193.57,0.0014558716211467981,0.0010986328125,0.5277116298675537,0.00020040983606557376,0.0,3096.0
164.0,335872.0,3891.0,198.72,0.01913519948720932,0.0435791015625,0.34675121307373047,0.00019979508196721308,0.0,3101.0
165.0,337920.0,3912.0,180.11,0.008979636244475842,0.0146484375,0.166282057762146,0.00019918032786885243,0.0,3105.0
166.0,339968.0,3921.0,171.9,0.01399322971701622,0.0419921875,0.3542447090148926,0.00019856557377049178,0.0,3109.0
167.0,342016.0,3934.0,176.74,0.0018874485976994038,0.0,0.027089297771453857,0.00019795081967213113,0.0,3108.0
168.0,344064.0,3947.0,183.66,0.0039339992217719555,0.007568359375,0.2991257309913635,0.00019733606557377048,0.0,3108.0
169.0,346112.0,3951.0,181.77,0.005335086025297642,0.0084228515625,0.1861402988433838,0.00019672131147540983,0.0,3108.0
170.0,348160.0,3961.0,190.88,0.000987343955785036,0.0009765625,0.06990408897399902,0.00019610655737704915,0.0,3107.0
171.0,350208.0,3970.0,188.32,0.0173075832426548,0.056884765625,0.3567776083946228,0.0001954918032786885,0.0,3071.0
172.0,352256.0,3983.0,190.05,0.005684646777808666,0.0040283203125,0.2242102026939392,0.00019487704918032787,0.0,3075.0
173.0,354304.0,3987.0,185.32,0.0007090590079315007,0.0,0.3481214642524719,0.00019426229508196717,0.0,3079.0
174.0,356352.0,3998.0,195.71,0.00032820127671584487,0.0,0.1832020878791809,0.00019364754098360654,0.0,3083.0
175.0,358400.0,4005.0,201.11,0.007845386862754822,0.011962890625,0.14908456802368164,0.0001930327868852459,0.0,3087.0
176.0,360448.0,4010.0,215.24,0.0013502994552254677,0.001953125,0.07472670078277588,0.00019241803278688524,0.0,3091.0
177.0,362496.0,4018.0,230.9,0.007304218597710133,0.0115966796875,0.2543216943740845,0.0001918032786885246,0.0,3094.0
178.0,364544.0,4031.0,228.98,0.0031895821448415518,0.0048828125,0.02570408582687378,0.00019118852459016394,0.0,3098.0
179.0,366592.0,4044.0,225.41,0.0025989648420363665,0.0059814453125,0.28244727849960327,0.00019057377049180326,0.0,3101.0
180.0,368640.0,4050.0,224.65,0.002463964745402336,0.0067138671875,0.32502448558807373,0.0001899590163934426,0.0,3105.0
181.0,370688.0,4058.0,228.29,0.004924948792904615,0.0101318359375,0.2435271143913269,0.00018934426229508193,0.0,3068.0
182.0,372736.0,4072.0,223.48,0.0013395501300692558,0.0003662109375,0.1867557168006897,0.00018872950819672128,0.0,3072.0
183.0,374784.0,4084.0,224.08,0.014951853081583977,0.037353515625,0.35564738512039185,0.00018811475409836063,0.0,3076.0
184.0,376832.0,4090.0,219.92,0.010140608996152878,0.01123046875,0.5611417889595032,0.00018749999999999998,0.0,3077.0
185.0,378880.0,4096.0,221.95,0.007963418960571289,0.018798828125,0.5144015550613403,0.00018688524590163933,0.0,3077.0
186.0,380928.0,4117.0,198.17,0.001992934849113226,0.0003662109375,0.3185862898826599,0.00018627049180327867,0.0,3076.0
187.0,382976.0,4133.0,180.75,0.020457344129681587,0.1239013671875,0.29573702812194824,0.00018565573770491805,0.0,3074.0
188.0,385024.0,4134.0,180.34,0.0011784620583057404,0.0047607421875,0.3798668384552002,0.00018504098360655735,0.0,3077.0
189.0,387072.0,4144.0,205.36,0.0009462619200348854,0.0013427734375,0.21136140823364258,0.00018442622950819672,0.0,3081.0
190.0,389120.0,4151.0,201.45,0.005547843407839537,0.01123046875,0.21088701486587524,0.00018381147540983602,0.0,3085.0
191.0,391168.0,4160.0,199.2,0.008287552744150162,0.048828125,0.2540375590324402,0.0001831967213114754,0.0,3050.0
192.0,393216.0,4166.0,204.3,0.00924950372427702,0.0157470703125,0.2978096008300781,0.00018258196721311474,0.0,3053.0
193.0,395264.0,4175.0,213.65,0.0003802219871431589,0.00048828125,0.120572030544281,0.0001819672131147541,0.0,3057.0
194.0,397312.0,4183.0,217.45,0.004926668480038643,0.0093994140625,0.0194433331489563,0.00018135245901639344,0.0,3060.0
195.0,399360.0,4189.0,221.64,0.00047665188321843743,0.0,0.10955166816711426,0.0001807377049180328,0.0,3064.0
196.0,401408.0,4202.0,220.06,0.008827685378491879,0.0118408203125,0.18170326948165894,0.0001801229508196721,0.0,3067.0
197.0,403456.0,4210.0,225.7,0.0033628453966230154,0.0028076171875,0.30178016424179077,0.00017950819672131146,0.0,3070.0
198.0,405504.0,4217.0,232.34,0.008859412744641304,0.01171875,0.2786431312561035,0.0001788934426229508,0.0,3073.0
199.0,407552.0,4229.0,252.9,0.00041909050196409225,0.0,0.46571487188339233,0.00017827868852459013,0.0,3076.0
200.0,409600.0,4236.0,256.7,0.00806671567261219,0.0096435546875,0.7273542284965515,0.00017766393442622948,0.0,3079.0
201.0,411648.0,4244.0,242.77,0.0014783564256504178,0.0045166015625,0.28487110137939453,0.00017704918032786883,0.0,3045.0
202.0,413696.0,4254.0,243.82,0.001895757857710123,0.003662109375,0.18361717462539673,0.00017643442622950818,0.0,3045.0
203.0,415744.0,4263.0,242.77,0.0014967623865231872,0.0023193359375,0.10590100288391113,0.00017581967213114755,0.0,3046.0
204.0,417792.0,4268.0,239.38,0.0001587516162544489,0.0,0.4069603681564331,0.0001752049180327869,0.0,3045.0
205.0,419840.0,4275.0,241.67,0.012587091885507107,0.02197265625,0.25116753578186035,0.0001745901639344262,0.0,3048.0
206.0,421888.0,4283.0,246.27,0.0026494134217500687,0.0054931640625,0.5037499666213989,0.00017397540983606557,0.0,3051.0
207.0,423936.0,4296.0,234.21,0.018840786069631577,0.066650390625,0.3633171319961548,0.00017336065573770487,0.0,3055.0
208.0,425984.0,4298.0,229.94,0.0009247268899343908,0.0023193359375,0.41522836685180664,0.00017274590163934424,0.0,3058.0
209.0,428032.0,4307.0,250.0,0.006013550795614719,0.008544921875,0.13492339849472046,0.0001721311475409836,0.0,3061.0
210.0,430080.0,4313.0,246.15,0.000999057199805975,0.0006103515625,0.17128461599349976,0.00017151639344262294,0.0,3065.0
211.0,432128.0,4325.0,250.49,0.013053476810455322,0.0570068359375,0.19876712560653687,0.0001709016393442623,0.0,3048.0
212.0,434176.0,4329.0,252.92,0.0018170702969655395,0.0,0.21060818433761597,0.00017028688524590164,0.0,3051.0
213.0,436224.0,4335.0,260.59,0.0015205394010990858,0.00146484375,0.2760224938392639,0.00016967213114754099,0.0,3055.0
214.0,438272.0,4347.0,262.38,0.0014387450646609068,0.0028076171875,0.2982461452484131,0.0001690573770491803,0.0,3058.0
215.0,440320.0,4354.0,257.1,0.005180215463042259,0.00439453125,0.044725000858306885,0.00016844262295081966,0.0,3061.0
216.0,442368.0,4361.0,267.63,0.004038435406982899,0.010009765625,0.10817509889602661,0.00016782786885245898,0.0,3064.0
217.0,444416.0,4370.0,267.4,0.001760177779942751,0.0035400390625,0.420030415058136,0.00016721311475409833,0.0,3068.0
218.0,446464.0,4379.0,258.16,0.01194367278367281,0.0255126953125,0.4267203211784363,0.00016659836065573768,0.0,3071.0
219.0,448512.0,4384.0,262.18,0.003841010620817542,0.00830078125,0.281217098236084,0.00016598360655737702,0.0,3074.0
220.0,450560.0,4401.0,247.21,0.010557667352259159,0.017822265625,0.17951011657714844,0.0001653688524590164,0.0,3077.0
221.0,452608.0,4407.0,237.51,0.002486357931047678,0.002685546875,0.4389307498931885,0.00016475409836065575,0.0,3039.0
222.0,454656.0,4413.0,252.35,0.0022802073508501053,0.00244140625,0.21821022033691406,0.0001641393442622951,0.0,3038.0
223.0,456704.0,4419.0,246.85,0.0011452657636255026,0.0015869140625,0.24204665422439575,0.00016352459016393442,0.0,3041.0
