update,global_step,episodes,last_100_return,approx_kl,clip_fraction,explained_variance,learning_rate,stopped_by_kl,steps_per_second
224.0,458752.0,4428.0,254.43,0.0016515870811417699,0.0035400390625,0.09979021549224854,0.00016290983606557377,0.0,3043.0
225.0,460800.0,4436.0,237.09,0.006595795974135399,0.0042724609375,0.1887405514717102,0.0001622950819672131,0.0,3046.0
226.0,462848.0,4449.0,238.18,0.008521880954504013,0.01513671875,0.06474697589874268,0.00016168032786885244,0.0,3049.0
227.0,464896.0,4453.0,240.05,0.0005694793653674424,0.0001220703125,0.21858644485473633,0.0001610655737704918,0.0,3052.0
228.0,466944.0,4461.0,248.0,0.0010546906851232052,0.0037841796875,0.16787505149841309,0.00016045081967213114,0.0,3055.0
229.0,468992.0,4465.0,249.19,0.0011652909452095628,0.0010986328125,0.10331547260284424,0.00015983606557377049,0.0,3057.0
230.0,471040.0,4472.0,254.11,0.0002922115963883698,0.0,0.21485871076583862,0.00015922131147540984,0.0,3060.0
231.0,473088.0,4479.0,256.21,0.007107677403837442,0.0142822265625,0.30210167169570923,0.00015860655737704916,0.0,3032.0
232.0,475136.0,4486.0,255.44,0.017851199954748154,0.0567626953125,0.07481575012207031,0.0001579918032786885,0.0,3035.0
233.0,477184.0,4490.0,265.09,0.0025436668656766415,0.001220703125,0.06803888082504272,0.00015737704918032785,0.0,3038.0
234.0,479232.0,4501.0,283.35,0.013851684518158436,0.0484619140625,0.09422647953033447,0.00015676229508196718,0.0,3041.0
235.0,481280.0,4510.0,282.0,0.0019442909397184849,0.0020751953125,0.21690499782562256,0.00015614754098360653,0.0,3044.0
236.0,483328.0,4514.0,275.47,0.0030137435533106327,0.00390625,0.2839164733886719,0.00015553278688524587,0.0,3046.0
237.0,485376.0,4523.0,282.62,0.00026332488050684333,0.0,0.1851676106452942,0.00015491803278688525,0.0,3049.0
238.0,487424.0,4528.0,275.45,0.00025492935674265027,0.0,0.14740502834320068,0.0001543032786885246,0.0,3051.0
239.0,489472.0,4537.0,286.67,0.0003909515799023211,0.0001220703125,0.02181065082550049,0.00015368852459016395,0.0,3051.0
240.0,491520.0,4548.0,291.42,0.005194768775254488,0.00927734375,0.15246427059173584,0.00015307377049180327,0.0,3051.0
241.0,493568.0,4552.0,297.59,0.002544218674302101,0.0010986328125,0.5881384611129761,0.00015245901639344262,0.0,3029.0
242.0,495616.0,4557.0,298.55,0.0014294465072453022,0.00244140625,0.2912006378173828,0.00015184426229508194,0.0,3032.0
243.0,497664.0,4565.0,293.66,0.00045498093822970986,0.000244140625,0.40761029720306396,0.0001512295081967213,0.0,3035.0
244.0,499712.0,4575.0,280.51,0.0008585796458646655,0.0008544921875,0.323192834854126,0.00015061475409836064,0.0,3037.0
245.0,501760.0,4580.0,286.99,0.0011833027238026261,0.0,0.2531934380531311,0.00015,0.0,3039.0
246.0,503808.0,4585.0,288.19,0.005092187784612179,0.009033203125,0.3418533205986023,0.00014938524590163934,0.0,3041.0
247.0,505856.0,4591.0,288.46,0.013090062886476517,0.0606689453125,0.1656872034072876,0.00014877049180327868,0.0,3044.0
248.0,507904.0,4604.0,278.16,0.007132752798497677,0.0047607421875,0.30741363763809204,0.000148155737704918,0.0,3048.0
249.0,509952.0,4613.0,274.62,0.0012802344281226397,0.0040283203125,0.27701395750045776,0.00014754098360655736,0.0,3050.0
250.0,512000.0,4620.0,269.3,0.0071126483380794525,0.00830078125,0.10491430759429932,0.0001469262295081967,0.0,3053.0
251.0,514048.0,4625.0,273.99,0.0005141218425706029,0.0,0.30447107553482056,0.00014631147540983605,0.0,3029.0
252.0,516096.0,4631.0,276.21,0.011318402364850044,0.0257568359375,0.25553029775619507,0.00014569672131147537,0.0,3032.0
253.0,518144.0,4638.0,277.62,0.0003206272958777845,0.0,0.006339311599731445,0.00014508196721311472,0.0,3035.0
254.0,520192.0,4647.0,279.38,0.012089111842215061,0.0374755859375,0.19319522380828857,0.0001444672131147541,0.0,3038.0
255.0,522240.0,4656.0,268.53,0.006763055920600891,0.0067138671875,0.1628376841545105,0.00014385245901639345,0.0,3040.0
256.0,524288.0,4659.0,264.0,0.006597799714654684,0.0120849609375,0.04049164056777954,0.00014323770491803277,0.0,3042.0
257.0,526336.0,4667.0,271.05,0.0022007704246789217,0.0032958984375,0.007520079612731934,0.00014262295081967212,0.0,3042.0
258.0,528384.0,4669.0,279.04,0.0052889431826770306,0.0186767578125,0.09510862827301025,0.00014200819672131147,0.0,3042.0
259.0,530432.0,4680.0,291.73,0.0008839023066684604,0.0003662109375,0.18487685918807983,0.00014139344262295082,0.0,3042.0
260.0,532480.0,4693.0,262.6,0.0020032306201756,0.00244140625,0.3138551115989685,0.00014077868852459017,0.0,3043.0
261.0,534528.0,4697.0,272.37,0.00511957798153162,0.004638671875,0.23051798343658447,0.0001401639344262295,0.0,3020.0
262.0,536576.0,4702.0,279.93,0.000988150481134653,0.0015869140625,0.03158992528915405,0.00013954918032786884,0.0,3023.0
263.0,538624.0,4708.0,288.09,0.002286931499838829,0.007568359375,0.16137874126434326,0.00013893442622950819,0.0,3025.0
264.0,540672.0,4717.0,300.7,0.0039761606603860855,0.0035400390625,0.06028705835342407,0.00013831967213114753,0.0,3028.0
265.0,542720.0,4724.0,291.31,0.006967178545892239,0.0087890625,0.16269654035568237,0.00013770491803278686,0.0,3031.0
266.0,544768.0,4731.0,289.97,0.0007053357549011707,0.0015869140625,0.09064418077468872,0.0001370901639344262,0.0,3034.0
267.0,546816.0,4737.0,292.55,0.00032722705509513617,0.001220703125,0.2979539632797241,0.00013647540983606555,0.0,3037.0
268.0,548864.0,4741.0,291.72,0.000933156639803201,0.0008544921875,0.21699565649032593,0.0001358606557377049,0.0,3039.0
269.0,550912.0,4747.0,304.55,0.0006822421564720571,0.000732421875,0.22521328926086426,0.00013524590163934422,0.0,3042.0
270.0,552960.0,4754.0,305.86,0.0031477082520723343,0.00244140625,0.4632415771484375,0.00013463114754098357,0.0,3044.0
271.0,555008.0,4763.0,300.92,0.0011857227655127645,0.0,0.09673017263412476,0.00013401639344262295,0.0,3022.0
272.0,557056.0,4778.0,272.69,0.0038405368104577065,0.0081787109375,0.20750665664672852,0.0001334016393442623,0.0,3025.0
273.0,559104.0,4784.0,272.01,0.00461380323395133,0.0052490234375,-0.004703164100646973,0.00013278688524590165,0.0,3026.0
274.0,561152.0,4790.0,286.46,0.0006059796432964504,0.0003662109375,0.3016224503517151,0.00013217213114754097,0.0,3026.0
275.0,563200.0,4796.0,296.4,0.00040483399061486125,0.0001220703125,0.27812427282333374,0.00013155737704918032,0.0,3026.0
276.0,565248.0,4801.0,292.7,0.010488596744835377,0.0159912109375,0.07723677158355713,0.00013094262295081967,0.0,3026.0
277.0,567296.0,4811.0,281.73,0.0016430788673460484,0.003662109375,0.21169513463974,0.00013032786885245902,0.0,3026.0
278.0,569344.0,4816.0,284.09,0.0019174297340214252,0.0010986328125,0.07605034112930298,0.00012971311475409834,0.0,3028.0
279.0,571392.0,4821.0,290.75,0.0027537597343325615,0.004638671875,-0.022915959358215332,0.00012909836065573769,0.0,3030.0
280.0,573440.0,4827.0,295.25,0.000312885211315006,0.0001220703125,0.11223965883255005,0.00012848360655737703,0.0,3033.0
281.0,575488.0,4834.0,296.57,0.00037729169707745314,0.00048828125,0.09317868947982788,0.00012786885245901638,0.0,3011.0
282.0,577536.0,4844.0,282.12,0.004129717126488686,0.0103759765625,0.07806169986724854,0.00012725409836065573,0.0,3013.0
283.0,579584.0,4848.0,280.0,0.005370620638132095,0.002197265625,0.41184812784194946,0.00012663934426229505,0.0,3015.0
284.0,581632.0,4854.0,290.69,0.002754096407443285,0.0054931640625,0.1471635103225708,0.0001260245901639344,0.0,3018.0
285.0,583680.0,4863.0,290.61,0.003992893733084202,0.00146484375,0.16836029291152954,0.00012540983606557378,0.0,3020.0
286.0,585728.0,4868.0,292.22,0.0030708443373441696,0.00537109375,0.03184157609939575,0.00012479508196721313,0.0,3023.0
287.0,587776.0,4878.0,306.66,0.00026184337912127376,0.0,0.1615545153617859,0.00012418032786885242,0.0,3025.0
288.0,589824.0,4881.0,308.57,0.004549776203930378,0.0029296875,0.47316569089889526,0.0001235655737704918,0.0,3027.0
289.0,591872.0,4891.0,308.92,0.0006598158506676555,0.000732421875,0.28862833976745605,0.00012295081967213115,0.0,3030.0
290.0,593920.0,4897.0,300.99,0.012197822332382202,0.0372314453125,0.26158154010772705,0.0001223360655737705,0.0,3032.0
291.0,595968.0,4903.0,303.64,0.01300758495926857,0.0302734375,0.08842623233795166,0.0001217213114754098,0.0,3007.0
292.0,598016.0,4911.0,306.38,0.0033366093412041664,0.001953125,0.35662025213241577,0.00012110655737704917,0.0,3007.0
293.0,600064.0,4920.0,297.19,0.009702468290925026,0.0142822265625,0.5033107399940491,0.00012049180327868852,0.0,3006.0
294.0,602112.0,4924.0,298.45,0.0031465445645153522,0.0064697265625,0.09177595376968384,0.00011987704918032786,0.0,3008.0
295.0,604160.0,4931.0,296.62,0.015045750886201859,0.0419921875,0.18989157676696777,0.00011926229508196721,0.0,3010.0
296.0,606208.0,4938.0,296.42,0.005376211367547512,0.00634765625,0.1289728283882141,0.00011864754098360654,0.0,3013.0
297.0,608256.0,4943.0,303.17,0.005045155994594097,0.0045166015625,0.11071610450744629,0.00011803278688524588,0.0,3015.0
298.0,610304.0,4948.0,313.49,0.0008480950491502881,0.000244140625,0.08763140439987183,0.00011741803278688525,0.0,3017.0
299.0,612352.0,4952.0,313.96,0.0019497491884976625,0.002197265625,-0.02525782585144043,0.0001168032786885246,0.0,3019.0
300.0,614400.0,4956.0,315.72,0.004686749540269375,0.0064697265625,0.012932002544403076,0.00011618852459016392,0.0,3022.0
301.0,616448.0,4968.0,312.72,0.0007332650711759925,0.00048828125,0.19241172075271606,0.00011557377049180327,0.0,3001.0
302.0,618496.0,4974.0,307.0,0.012062476947903633,0.0181884765625,0.26816636323928833,0.00011495901639344261,0.0,3003.0
303.0,620544.0,4982.0,306.79,0.0017237557331100106,0.003662109375,0.08034002780914307,0.00011434426229508196,0.0,3005.0
304.0,622592.0,4989.0,303.69,0.0032210922800004482,0.0003662109375,0.08564645051956177,0.00011372950819672129,0.0,3007.0
305.0,624640.0,4993.0,313.88,0.001596477348357439,0.003173828125,-0.007314801216125488,0.00011311475409836063,0.0,3010.0
306.0,626688.0,5000.0,317.91,0.007138488814234734,0.0048828125,0.045314133167266846,0.0001125,0.0,3012.0
307.0,628736.0,5012.0,305.03,0.0015385448932647705,0.0020751953125,0.11553090810775757,0.00011188524590163935,0.0,3014.0
308.0,630784.0,5021.0,304.86,0.006336642429232597,0.0140380859375,0.15670979022979736,0.0001112704918032787,0.0,3016.0
309.0,632832.0,5023.0,304.86,0.005673667415976524,0.0069580078125,0.03151392936706543,0.00011065573770491802,0.0,3019.0
310.0,634880.0,5030.0,305.52,0.005598483141511679,0.0018310546875,0.06997036933898926,0.00011004098360655737,0.0,3018.0
311.0,636928.0,5034.0,316.25,0.0008135802345350385,0.0,0.10964852571487427,0.00010942622950819671,0.0,2991.0
312.0,638976.0,5039.0,321.07,0.00998256541788578,0.027099609375,0.0483059287071228,0.00010881147540983606,0.0,2993.0
313.0,641024.0,5047.0,308.06,0.0008504476863890886,0.000244140625,0.1543152928352356,0.00010819672131147538,0.0,2995.0
314.0,643072.0,5052.0,300.78,0.01286162156611681,0.0235595703125,0.14747655391693115,0.00010758196721311473,0.0,2998.0
315.0,645120.0,5061.0,298.86,0.0007399428868666291,0.000244140625,0.1484137773513794,0.0001069672131147541,0.0,3000.0
316.0,647168.0,5064.0,300.06,0.002060099970549345,0.0037841796875,-0.018192291259765625,0.00010635245901639344,0.0,3001.0
317.0,649216.0,5072.0,313.93,0.0021334607154130936,0.0006103515625,0.05827891826629639,0.00010573770491803277,0.0,3003.0
318.0,651264.0,5078.0,313.23,0.000990073662251234,0.0001220703125,0.05389350652694702,0.00010512295081967212,0.0,3006.0
319.0,653312.0,5083.0,323.36,0.002345109824091196,0.001708984375,-0.038562893867492676,0.00010450819672131146,0.0,3008.0
320.0,655360.0,5090.0,324.97,0.0017835122998803854,0.0001220703125,0.11590325832366943,0.00010389344262295081,0.0,3010.0
321.0,657408.0,5093.0,326.58,0.008528577163815498,0.0113525390625,-0.030004382133483887,0.00010327868852459018,0.0,2991.0
322.0,659456.0,5103.0,327.33,0.0008943103021010756,0.0001220703125,0.18618088960647583,0.00010266393442622948,0.0,2993.0
323.0,661504.0,5117.0,321.23,0.0027934161480516195,0.0029296875,0.18690210580825806,0.00010204918032786885,0.0,2995.0
324.0,663552.0,5127.0,300.66,0.0049810451455414295,0.0111083984375,0.19868922233581543,0.0001014344262295082,0.0,2997.0
325.0,665600.0,5131.0,300.53,0.004319703672081232,0.0057373046875,0.09431988000869751,0.00010081967213114754,0.0,2999.0
326.0,667648.0,5139.0,291.5,0.000771667342633009,0.0,0.09644496440887451,0.00010020491803278687,0.0,3001.0
327.0,669696.0,5143.0,292.94,0.001930800499394536,0.0,0.024085640907287598,9.959016393442621e-05,0.0,3001.0
328.0,671744.0,5148.0,300.85,0.0019913676660507917,0.0015869140625,0.027686357498168945,9.897540983606556e-05,0.0,3001.0
329.0,673792.0,5155.0,306.11,0.014995860867202282,0.0430908203125,0.07825970649719238,9.836065573770491e-05,0.0,3000.0
330.0,675840.0,5161.0,307.6,0.0004387921071611345,0.0008544921875,0.04810452461242676,9.774590163934423e-05,0.0,3001.0
331.0,677888.0,5168.0,301.43,0.007792029995471239,0.0137939453125,0.09369862079620361,9.713114754098358e-05,0.0,2983.0
332.0,679936.0,5173.0,301.53,0.005794391501694918,0.014404296875,0.0819743275642395,9.651639344262295e-05,0.0,2985.0
333.0,681984.0,5178.0,307.71,0.0005351980798877776,0.0,0.25121504068374634,9.59016393442623e-05,0.0,2987.0
334.0,684032.0,5186.0,302.48,0.0038584135472774506,0.00537109375,0.24741458892822266,9.528688524590164e-05,0.0,2989.0
335.0,686080.0,5187.0,305.74,0.000414264271967113,0.0001220703125,-0.13334500789642334,9.467213114754097e-05,0.0,2991.0
336.0,688128.0,5197.0,303.73,0.0010093138553202152,0.0001220703125,0.10455650091171265,9.405737704918031e-05,0.0,2994.0
337.0,690176.0,5200.0,309.46,0.00032212305814027786,0.0001220703125,-0.038434624671936035,9.344262295081966e-05,0.0,2996.0
338.0,692224.0,5207.0,318.38,0.0036219218745827675,0.002685546875,-0.03090953826904297,9.282786885245903e-05,0.0,2998.0
339.0,694272.0,5212.0,322.31,0.0022733178921043873,0.001708984375,0.1998029351234436,9.221311475409833e-05,0.0,3001.0
340.0,696320.0,5218.0,336.31,0.000568055547773838,0.0001220703125,0.059605300426483154,9.15983606557377e-05,0.0,3003.0
341.0,698368.0,5224.0,349.28,0.002889283699914813,0.0,0.09811264276504517,9.098360655737704e-05,0.0,2985.0
342.0,700416.0,5229.0,353.54,0.000215445295907557,0.0001220703125,0.1045648455619812,9.03688524590164e-05,0.0,2987.0
343.0,702464.0,5234.0,359.52,0.0007215947844088078,0.0,0.3189859986305237,8.975409836065574e-05,0.0,2987.0
344.0,704512.0,5240.0,355.99,0.0023929860908538103,0.0013427734375,0.057072997093200684,8.913934426229506e-05,0.0,2987.0
345.0,706560.0,5245.0,358.36,0.0031693074852228165,0.001708984375,0.07580703496932983,8.852459016393441e-05,0.0,2988.0
346.0,708608.0,5250.0,353.82,0.0019358204444870353,0.0028076171875,0.08178657293319702,8.790983606557378e-05,0.0,2987.0
347.0,710656.0,5256.0,361.48,0.0001371803809888661,0.0,0.15169638395309448,8.729508196721312e-05,0.0,2989.0
348.0,712704.0,5261.0,362.19,0.000331261137034744,0.0001220703125,0.2016901969909668,8.668032786885243e-05,0.0,2991.0
349.0,714752.0,5266.0,375.23,0.00030673894798383117,0.0,-0.08739101886749268,8.60655737704918e-05,0.0,2993.0
350.0,716800.0,5277.0,355.32,3.838283009827137e-05,0.0,0.2596251964569092,8.545081967213114e-05,0.0,2995.0
351.0,718848.0,5280.0,355.13,0.0005820722435601056,0.0,0.1695670485496521,8.483606557377049e-05,0.0,2978.0
352.0,720896.0,5288.0,351.17,0.007426862604916096,0.0118408203125,0.039369165897369385,8.422131147540981e-05,0.0,2980.0
353.0,722944.0,5294.0,344.51,0.0009654155001044273,0.0009765625,0.09236365556716919,8.360655737704916e-05,0.0,2982.0
354.0,724992.0,5303.0,341.17,0.0011520680272951722,0.0001220703125,0.2001461386680603,8.299180327868851e-05,0.0,2984.0
355.0,727040.0,5306.0,331.64,0.0047100745141506195,0.0050048828125,0.07169687747955322,8.237704918032787e-05,0.0,2986.0
356.0,729088.0,5313.0,344.5,0.0001659721601754427,0.0,0.04326033592224121,8.176229508196722e-05,0.0,2988.0
357.0,731136.0,5322.0,333.59,0.004480305127799511,0.005126953125,0.017153799533843994,8.114754098360655e-05,0.0,2990.0
358.0,733184.0,5329.0,326.1,0.0014591533690690994,0.0023193359375,0.13399779796600342,8.05327868852459e-05,0.0,2992.0
359.0,735232.0,5332.0,329.22,0.002518130000680685,0.0,0.5176104307174683,7.991803278688524e-05,0.0,2994.0
360.0,737280.0,5339.0,335.74,0.0028118747286498547,0.002197265625,0.1282559633255005,7.930327868852459e-05,0.0,2996.0
361.0,739328.0,5344.0,333.36,0.0002461764379404485,0.000244140625,0.19423550367355347,7.868852459016391e-05,0.0,2976.0
362.0,741376.0,5352.0,331.75,0.0020623519085347652,0.0,0.45250189304351807,7.807377049180326e-05,0.0,2976.0
363.0,743424.0,5359.0,320.18,0.00045402260730043054,0.0,0.5265474319458008,7.745901639344263e-05,0.0,2976.0
364.0,745472.0,5366.0,305.39,0.00035697955172508955,0.0,0.06986510753631592,7.684426229508197e-05,0.0,2978.0
365.0,747520.0,5371.0,311.8,0.004284646827727556,0.0042724609375,0.08776181936264038,7.62295081967213e-05,0.0,2980.0
366.0,749568.0,5378.0,324.73,0.0003589579137042165,0.0,0.08716756105422974,7.561475409836064e-05,0.0,2982.0
367.0,751616.0,5382.0,323.77,0.002164683770388365,0.00048828125,0.27514129877090454,7.5e-05,0.0,2984.0
368.0,753664.0,5388.0,326.14,0.00010982091771438718,0.0,-0.01444864273071289,7.438524590163934e-05,0.0,2986.0
369.0,755712.0,5393.0,330.98,0.0016876532463356853,0.0009765625,0.26826298236846924,7.377049180327869e-05,0.0,2988.0
370.0,757760.0,5399.0,333.12,0.00021789257880300283,0.0,0.05782252550125122,7.315573770491801e-05,0.0,2990.0
371.0,759808.0,5403.0,339.73,0.00204628799110651,0.0008544921875,-0.0003693103790283203,7.254098360655736e-05,0.0,2975.0
372.0,761856.0,5409.0,344.48,0.000576338148675859,0.0003662109375,0.33337700366973877,7.192622950819672e-05,0.0,2977.0
373.0,763904.0,5415.0,341.21,0.0002813843893818557,0.0,0.0985153317451477,7.131147540983607e-05,0.0,2979.0
374.0,765952.0,5422.0,346.07,0.001093346974812448,0.0013427734375,0.2264937162399292,7.06967213114754e-05,0.0,2981.0
375.0,768000.0,5427.0,348.58,0.000927422777749598,0.0,0.14603137969970703,7.008196721311474e-05,0.0,2982.0
376.0,770048.0,5431.0,352.65,0.002155185677111149,0.0006103515625,0.3625868558883667,6.946721311475409e-05,0.0,2984.0
377.0,772096.0,5440.0,349.13,0.00014660711167380214,0.0,0.5523087978363037,6.885245901639344e-05,0.0,2986.0
378.0,774144.0,5445.0,343.82,0.00021542509784922004,0.0,0.4962833523750305,6.823770491803276e-05,0.0,2988.0
379.0,776192.0,5450.0,348.69,0.0031303847208619118,0.0006103515625,0.5085110068321228,6.762295081967211e-05,0.0,2990.0
380.0,778240.0,5454.0,353.61,0.0002613699762150645,0.0001220703125,0.24245214462280273,6.700819672131147e-05,0.0,2990.0
381.0,780288.0,5460.0,356.99,0.0015076504787430167,0.000244140625,0.004492282867431641,6.639344262295082e-05,0.0,2969.0
382.0,782336.0,5465.0,366.53,0.0005553844384849072,0.0,-0.007134675979614258,6.577868852459017e-05,0.0,2970.0
383.0,784384.0,5472.0,361.19,0.00031968537950888276,0.0,0.26643556356430054,6.51639344262295e-05,0.0,2972.0
384.0,786432.0,5478.0,360.35,0.005500778555870056,0.003173828125,0.13261675834655762,6.454918032786884e-05,0.0,2973.0
385.0,788480.0,5484.0,356.08,0.0015551422256976366,0.0001220703125,0.019707322120666504,6.393442622950819e-05,0.0,2975.0
386.0,790528.0,5494.0,345.55,4.507129779085517e-05,0.0,0.47128045558929443,6.331967213114755e-05,0.0,2977.0
387.0,792576.0,5500.0,348.03,0.0024382607080042362,0.0008544921875,0.09940576553344727,6.270491803278686e-05,0.0,2979.0
388.0,794624.0,5505.0,338.47,0.0029337513260543346,0.0003662109375,-0.001130223274230957,6.209016393442621e-05,0.0,2980.0
389.0,796672.0,5512.0,342.43,0.00037054589483886957,0.0,0.20098114013671875,6.147540983606557e-05,0.0,2982.0
390.0,798720.0,5516.0,340.54,7.290230132639408e-05,0.0,0.036428213119506836,6.086065573770492e-05,0.0,2984.0
391.0,800768.0,5521.0,347.56,0.0005075677763670683,0.0001220703125,-0.06410443782806396,6.024590163934424e-05,0.0,2968.0
392.0,802816.0,5526.0,348.13,0.0022102307993918657,0.0025634765625,0.03248703479766846,5.963114754098359e-05,0.0,2970.0
393.0,804864.0,5532.0,351.12,5.373760359361768e-05,0.0,0.031998395919799805,5.901639344262294e-05,0.0,2972.0
394.0,806912.0,5540.0,346.13,0.0007754018297418952,0.0,0.22798150777816772,5.84016393442623e-05,0.0,2974.0
395.0,808960.0,5544.0,348.1,0.00020139169646427035,0.0,0.03079456090927124,5.778688524590165e-05,0.0,2975.0
396.0,811008.0,5549.0,355.33,0.0009741120156832039,0.0,0.1238853931427002,5.717213114754097e-05,0.0,2976.0
397.0,813056.0,5560.0,338.21,0.00023915100609883666,0.0,0.06520622968673706,5.655737704918032e-05,0.0,2976.0
398.0,815104.0,5562.0,333.81,0.0014818799681961536,0.000732421875,0.11456960439682007,5.594262295081967e-05,0.0,2976.0
399.0,817152.0,5568.0,338.09,0.00040046084905043244,0.0,0.16596245765686035,5.532786885245902e-05,0.0,2976.0
400.0,819200.0,5575.0,340.07,0.0008797806221991777,0.0,0.1797236204147339,5.4713114754098344e-05,0.0,2976.0
401.0,821248.0,5578.0,342.79,0.000924697844311595,0.0001220703125,0.02306264638900757,5.409836065573769e-05,0.0,2962.0
402.0,823296.0,5583.0,354.21,0.0003152280696667731,0.0,0.1433619260787964,5.348360655737705e-05,0.0,2964.0
403.0,825344.0,5590.0,355.64,8.900131797417998e-05,0.0,0.2669587731361389,5.28688524590164e-05,0.0,2965.0
404.0,827392.0,5594.0,359.95,0.00031046190997585654,0.0,0.0960080623626709,5.225409836065575e-05,0.0,2967.0
405.0,829440.0,5602.0,361.27,0.0021647673565894365,0.000244140625,0.07473868131637573,5.163934426229507e-05,0.0,2969.0
406.0,831488.0,5605.0,364.27,0.00034800724824890494,0.0001220703125,0.17176181077957153,5.102459016393442e-05,0.0,2971.0
407.0,833536.0,5612.0,363.41,0.0010326005285605788,0.0,-0.012801408767700195,5.040983606557377e-05,0.0,2973.0
408.0,835584.0,5614.0,370.46,0.000739075243473053,0.0,0.01705777645111084,4.979508196721312e-05,0.0,2974.0
409.0,837632.0,5622.0,370.36,2.2257561795413494e-05,0.0,0.08799928426742554,4.918032786885244e-05,0.0,2976.0
410.0,839680.0,5626.0,369.15,0.00046968553215265274,0.0,0.34087157249450684,4.856557377049179e-05,0.0,2978.0
411.0,841728.0,5635.0,362.79,0.00036499067209661007,0.0003662109375,0.11195474863052368,4.795081967213115e-05,0.0,2963.0
412.0,843776.0,5639.0,364.8,0.0012347062584012747,0.0,0.039475083351135254,4.7336065573770496e-05,0.0,2965.0
413.0,845824.0,5646.0,361.97,0.00015892524970695376,0.0,0.11893761157989502,4.672131147540982e-05,0.0,2965.0
414.0,847872.0,5652.0,361.75,0.002279044361785054,0.0001220703125,0.1293085217475891,4.610655737704917e-05,0.0,2965.0
415.0,849920.0,5656.0,371.93,0.0033151584211736917,0.0020751953125,0.04255998134613037,4.549180327868852e-05,0.0,2965.0
416.0,851968.0,5661.0,380.1,0.0004167113802395761,0.0001220703125,0.27197402715682983,4.487704918032787e-05,0.0,2964.0
417.0,854016.0,5666.0,376.02,0.0008432038011960685,0.0,0.2776697874069214,4.426229508196723e-05,0.0,2966.0
418.0,856064.0,5672.0,379.76,0.0007485877140425146,0.0,0.1295313835144043,4.364754098360654e-05,0.0,2968.0
419.0,858112.0,5677.0,374.08,0.0001669960329309106,0.0,0.11168628931045532,4.30327868852459e-05,0.0,2969.0
420.0,860160.0,5685.0,365.87,0.0006008377531543374,0.0,0.15576785802841187,4.2418032786885246e-05,0.0,2971.0
421.0,862208.0,5691.0,366.89,9.926117490977049e-05,0.0,0.10359030961990356,4.18032786885246e-05,0.0,2957.0
422.0,864256.0,5696.0,364.38,0.0001858353498391807,0.0001220703125,0.14658862352371216,4.118852459016392e-05,0.0,2959.0
423.0,866304.0,5701.0,372.91,9.203708032146096e-05,0.0,0.11644065380096436,4.057377049180327e-05,0.0,2960.0
424.0,868352.0,5708.0,365.31,0.000178491638507694,0.0,0.2959808111190796,3.995901639344262e-05,0.0,2962.0
425.0,870400.0,5712.0,361.35,6.94066402502358e-05,0.0,0.39179402589797974,3.934426229508198e-05,0.0,2963.0
426.0,872448.0,5716.0,361.57,1.9521452486515045e-05,0.0,0.08083081245422363,3.872950819672129e-05,0.0,2965.0
427.0,874496.0,5724.0,358.43,0.0007822393090464175,0.0,0.13097035884857178,3.811475409836065e-05,0.0,2966.0
428.0,876544.0,5729.0,357.12,0.0005507948226295412,0.0,0.10344600677490234,3.75e-05,0.0,2968.0
429.0,878592.0,5733.0,360.51,0.0001235281815752387,0.0,0.40039509534835815,3.6885245901639346e-05,0.0,2969.0
430.0,880640.0,5741.0,362.8,9.154714643955231e-05,0.0,0.24362486600875854,3.62704918032787e-05,0.0,2970.0
431.0,882688.0,5745.0,364.05,0.0006012406083755195,0.0,0.14625614881515503,3.5655737704918016e-05,0.0,2954.0
432.0,884736.0,5750.0,376.18,0.0010551080340519547,0.0,0.14072608947753906,3.504098360655737e-05,0.0,2953.0
433.0,886784.0,5754.0,376.03,0.00249727675691247,0.0,0.10377001762390137,3.442622950819672e-05,0.0,2954.0
434.0,888832.0,5760.0,372.83,2.4324283003807068e-05,0.0,0.051403045654296875,3.3811475409836076e-05,0.0,2956.0
435.0,890880.0,5768.0,365.29,0.0006691044545732439,0.0,0.21972358226776123,3.319672131147539e-05,0.0,2957.0
436.0,892928.0,5773.0,358.75,0.000872853968758136,0.0001220703125,0.24756664037704468,3.258196721311475e-05,0.0,2959.0
437.0,894976.0,5776.0,370.24,0.0005526313907466829,0.0,-0.01930248737335205,3.1967213114754096e-05,0.0,2960.0
438.0,897024.0,5784.0,369.22,0.00021955522242933512,0.0,0.15390777587890625,3.135245901639345e-05,0.0,2962.0
439.0,899072.0,5789.0,364.2,0.0005598686402663589,0.0,0.2719877362251282,3.0737704918032767e-05,0.0,2964.0
440.0,901120.0,5796.0,364.59,0.00018726557027548552,0.0,0.06181830167770386,3.012295081967212e-05,0.0,2965.0
441.0,903168.0,5801.0,361.46,7.794430712237954e-05,0.0,0.0992768406867981,2.950819672131147e-05,0.0,2951.0
442.0,905216.0,5808.0,361.06,0.00037646573036909103,0.0,0.044899165630340576,2.8893442622950823e-05,0.0,2953.0
443.0,907264.0,5815.0,356.12,0.00037489907117560506,0.0,0.1359386444091797,2.8278688524590176e-05,0.0,2954.0
444.0,909312.0,5818.0,359.8,7.684313459321856e-05,0.0,-0.0024216175079345703,2.7663934426229494e-05,0.0,2955.0
445.0,911360.0,5825.0,367.35,4.133500624448061e-05,0.0,-0.013702392578125,2.7049180327868846e-05,0.0,2957.0
